"","ID","CommunityName","BeachName","BeachCountrycode","BeachRegionalSea","BeachLength_m","BeachLocation","BeachType","EventType","EventYear","EventMonth","EventDay","G1","G3","G4","G5","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G40","G41","G42","G43","G44","G45","G46","G47","G49","G50","G52","G53","G54","G56","G57","G58","G59","G60","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G76","G77","G79","G80","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G95","G96","G97","G98","G99","G100","G101","G102","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G137","G138","G139","G140","G141","G142","G143","G144","G145","G147","G148","G150","G151","G152","G153","G154","G155","G156","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G171","G172","G174","G175","G176","G177","G178","G179","G180","G181","G182","G184","G186","G187","G188","G189","G190","G191","G193","G194","G195","G198","G199","G200","G201","G202","G203","G204","G205","G206","G207","G208","G210","G211","G213","geometry"
"357",357,"Perseus","Marina di Vecchiano","IT","Mediterranean Sea",629,"Near river mouth","Sandy","Cleanup","2015","03","15",NA,35,NA,NA,76,85,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,1,NA,24,NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18,NA,NA,NA,5,123,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(10.2686057675452, 43.7850372722843)
"358",358,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","Cilento Cala del Cefalo","IT","Mediterranean Sea",99,NA,NA,"Monitoring","2017","11","20",1,2,2,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,c(15.3199, 40.02912)
"359",359,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","Cilento Cala del Cefalo","IT","Mediterranean Sea",99,NA,NA,"Monitoring","2017","03","31",1,2,2,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,c(15.3199, 40.02912)
"360",360,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","Cilento Cala del Cefalo","IT","Mediterranean Sea",99,NA,NA,"Monitoring","2018","03","28",1,2,2,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,c(15.3199, 40.02912)
"361",361,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","Cilento Cala del Cefalo","IT","Mediterranean Sea",99,NA,NA,"Monitoring","2018","12","03",1,2,2,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,c(15.3199, 40.02912)
"362",362,"Surfrider Foundation Europe","141 Via Roma, 00055 Ladispoli, Italie","IT","Mediterranean Sea",83,NA,NA,"Cleanup","2016","03","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(12.0521000000933, 41.9599000000389)
"363",363,"Legambiente Onlus","Spiaggia San Giovanni, Giardini Naxos (ME)","IT","Mediterranean Sea",100,NA,NA,"Cleanup","2014","05","22",NA,4,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(15.2727499998835, 37.8355999998384)
"364",364,"Surfrider Foundation Europe","via luigi sturzo, marina di Gioiosa Jonica RC, Italy, 89046 Marina di Gioiosa Ionica, Italie","IT","Mediterranean Sea",89,NA,NA,"Cleanup","2015","03","22",NA,216,NA,NA,56,63,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,3,570,NA,NA,NA,13,69,64,326,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,32,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,40,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,NA,235,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,c(16.3343999998774, 38.302200000085)
"365",365,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","Roma","IT","Mediterranean Sea",99,NA,NA,"Monitoring","2018","04","10",10,9,9,9,10,10,2,10,2,2,NA,NA,NA,1,12,1,NA,10,10,10,10,12,1,2,2,1,10,10,1,10,10,10,NA,NA,NA,NA,1,1,12,1,1,12,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,12,1,12,NA,NA,NA,12,12,12,12,1,12,12,12,12,12,1,12,1,2,67,9,NA,9,2,3,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,NA,NA,3,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,NA,1,1,1,1,2,NA,c(12.35542, 41.69477)
"366",366,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","Roma","IT","Mediterranean Sea",99,NA,NA,"Monitoring","2018","12","04",10,9,9,9,10,10,2,10,2,2,NA,NA,NA,1,12,1,NA,10,10,10,10,12,1,2,2,1,10,10,1,10,10,10,NA,NA,NA,NA,1,1,12,1,1,12,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,12,1,12,NA,NA,NA,12,12,12,12,1,12,12,12,12,12,1,12,1,2,67,9,NA,9,2,3,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,NA,NA,3,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,NA,1,1,1,1,2,NA,c(12.35542, 41.69477)
"367",367,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","Roma","IT","Mediterranean Sea",99,NA,NA,"Monitoring","2017","03","29",10,9,9,9,10,10,2,10,2,2,NA,NA,NA,1,12,1,NA,10,10,10,10,12,1,2,2,1,10,10,1,10,10,10,NA,NA,NA,NA,1,1,12,1,1,12,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,12,1,12,NA,NA,NA,12,12,12,12,1,12,12,12,12,12,1,12,1,2,67,9,NA,9,2,3,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,NA,NA,3,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,NA,1,1,1,1,2,NA,c(12.35542, 41.69477)
"368",368,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","Roma","IT","Mediterranean Sea",99,NA,NA,"Monitoring","2017","11","17",10,9,9,9,10,10,2,10,2,2,NA,NA,NA,1,12,1,NA,10,10,10,10,12,1,2,2,1,10,10,1,10,10,10,NA,NA,NA,NA,1,1,12,1,1,12,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,12,1,12,NA,NA,NA,12,12,12,12,1,12,12,12,12,12,1,12,1,2,67,9,NA,9,2,3,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,NA,NA,3,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,NA,1,1,1,1,2,NA,c(12.35542, 41.69477)
"369",369,"Legambiente Onlus","Spiaggia di Voltri","IT","Mediterranean Sea",105,"Near river mouth","Pebbels","Monitoring","2016","11","26",NA,NA,NA,NA,73,NA,2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,38,3,NA,NA,22,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,3,NA,NA,NA,NA,1,3,NA,3,1,NA,NA,1,1,NA,NA,NA,NA,NA,9,10,7,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,7,14,NA,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(8.74279699956018, 44.4268470000443)
"370",370,"CpjJwWHV","Torvaianica Beach","IT","Mediterranean Sea",209,"Near river mouth","Sandy","Cleanup","2016","04","30",NA,1,4,NA,17,10,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,36,NA,NA,4,NA,NA,NA,11,13,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,5,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,37,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,c(12.4247351846814, 41.6499128376074)
"371",371,"Legambiente Onlus","Spiaggia della Riserva Marina di Vasto, Chieti (CH)","IT","Mediterranean Sea",100,NA,NA,"Monitoring","2017","04","23",NA,NA,NA,NA,NA,3,10,1,NA,1,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,2,NA,2,NA,1,NA,NA,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,c(14.7406600003883, 42.0866199998534)
"372",372,"Legambiente Onlus","Spiaggia del porto di Pollica, Salerno (SA)","IT","Mediterranean Sea",100,NA,NA,"Cleanup","2014","05","20",11,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(15.0296299998984, 40.1777200002)
"373",373,"Surfrider Foundation Europe","38-179 Strada Tre Ponti, 18038 Sanremo, Italie","IT","Mediterranean Sea",80,NA,NA,"Cleanup","2016","03","20",NA,280,NA,NA,250,200,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,20,450,NA,NA,80,600,5,80,20,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,8,NA,NA,NA,NA,2000,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,30,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,15,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,c(7.81536000030435, 43.8219999999706)
"374",374,"Surfrider Foundation Europe","Viale Matelda Lido di Dante, 48124 Lido di Dante, Italie","IT","Mediterranean Sea",79,NA,NA,"Cleanup","2016","03","20",NA,200,NA,NA,40,80,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,30,200,NA,NA,40,10,5,80,70,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA,NA,100,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(12.3190000001587, 44.3859000001927)
"375",375,"Legambiente Onlus","Oasi dunale Torre di Mare, Capaccio-Paestum (SA)","IT","Mediterranean Sea",100,NA,NA,"Monitoring","2017","04","28",4,10,4,NA,9,6,NA,2,NA,1,1,NA,NA,NA,NA,3,1,22,2,2,1,1,1,14,2,NA,1,1,2,14,2,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,5,NA,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,11,2,12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,1,NA,2,7,1,NA,7,1,19,NA,NA,8,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,2,2,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,12,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,c(14.983390000386, 40.4239899998124)
"376",376,"Surfrider Foundation Europe","Via del Tritone, 5N, 16147 Genova GE, Italia","IT","Mediterranean Sea",350,NA,NA,"Cleanup","2019","05","12",NA,464,NA,NA,120,47,NA,40,NA,NA,10,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,NA,14,6327,NA,NA,350,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,4500,NA,1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,40,NA,NA,NA,NA,NA,NA,NA,1030,NA,NA,0,c(8.9834, 44.39244)
"377",377,"Legambiente Onlus","Spiaggia dellArea protetta Dunale, Eboli (SA)","IT","Mediterranean Sea",100,NA,NA,"Monitoring","2017","04","19",NA,8,15,NA,52,63,9,2,NA,8,7,1,1,4,1,8,5,59,20,16,6,1,4,7,5,NA,6,3,1,32,2,5,NA,NA,NA,NA,2,2,NA,1,8,NA,2,3,NA,1,NA,9,1,NA,7,NA,NA,NA,NA,1,1,1,NA,NA,1,6,NA,12,NA,NA,73,1,36,3,NA,NA,NA,1,NA,1,1,NA,4,NA,NA,7,NA,1,1,2,NA,1,51,3,1,NA,1,NA,NA,2,NA,1,4,3,3,1,NA,1,1,1,NA,10,NA,1,NA,NA,1,NA,NA,NA,11,NA,2,NA,2,NA,NA,NA,NA,NA,NA,7,NA,NA,4,1,1,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,1,NA,NA,NA,1,1,11,NA,NA,NA,2,NA,NA,NA,6,1,3,NA,c(14.9328199999316, 40.4981399999673)
"378",378,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","San Vito","IT","Mediterranean Sea",101,NA,NA,"Monitoring","2018","12","04",5,4,4,4,5,5,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,1,1,50,1,NA,5,5,1,5,5,5,NA,NA,NA,NA,2,2,1,2,2,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,NA,1,1,2,55,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(17.2226, 40.42472)
"379",379,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","San Vito","IT","Mediterranean Sea",101,NA,NA,"Monitoring","2017","04","06",5,4,4,4,5,5,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,1,1,50,1,NA,5,5,1,5,5,5,NA,NA,NA,NA,2,2,1,2,2,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,NA,1,1,2,55,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(17.2226, 40.42472)
"380",380,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","San Vito","IT","Mediterranean Sea",101,NA,NA,"Monitoring","2017","12","07",5,4,4,4,5,5,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,1,1,50,1,NA,5,5,1,5,5,5,NA,NA,NA,NA,2,2,1,2,2,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,NA,1,1,2,55,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(17.2226, 40.42472)
"381",381,"Monitoraggio Strategia Marina – Ministero dell’Ambiente","San Vito","IT","Mediterranean Sea",101,NA,NA,"Monitoring","2018","03","28",5,4,4,4,5,5,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,1,1,50,1,NA,5,5,1,5,5,5,NA,NA,NA,NA,2,2,1,2,2,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,1,1,NA,1,1,2,55,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(17.2226, 40.42472)
